DEPTO_HECHO;MUNICIPIO_HECHO;FECHA_HECHO;;DESCRIPCION_CONDUCTA;MODALIDAD;CLASE_SITIO;ZONA;GENERO;PAIS_PERSONA;CARGO_PERSONA;;;Etapa;;;
SAN ANDRÉS;SAN ANDRÉS (CT);02/24/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;PARQUES;URBANA;FEMENINO;VENEZUELA;TURISTA EXTRANJERO;;;Juventud;;;
SAN ANDRÉS;SAN ANDRÉS (CT);02/23/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;HOTELES, RESIDENCIAS, Y SIMILARES.;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Juventud;;;
SAN ANDRÉS;SAN ANDRÉS (CT);2/08/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;VIAS PUBLICAS;URBANA;MASCULINO;ESTADOS UNIDOS;TURISTA EXTRANJERO;;;Juventud;;;
SAN ANDRÉS;SAN ANDRÉS (CT);02/28/2020 12:00:00 AM;;ARTÍCULO 239. HURTO RESIDENCIAS;VENTOSA;CASAS DE HABITACION;URBANA;FEMENINO;COLOMBIA;TURISTA EXTRANJERO;;;Juventud;;;
SAN ANDRÉS;SAN ANDRÉS (CT);2/09/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;COSQUILLEO;VIAS PUBLICAS;URBANA;FEMENINO;HOLANDA;TURISTA EXTRANJERO;;;Juventud;;;
SAN ANDRÉS;SAN ANDRÉS (CT);01/24/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;ZONA SELVÁTICA;RURAL;MASCULINO;INGLATERRA;TURISTA EXTRANJERO;;;Juventud;;;
SUCRE;SAN ONOFRE;3/09/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;COSQUILLEO;DISCOTECAS;URBANA;MASCULINO;PAISES BAJOS;TURISTA EXTRANJERO;;;Juventud;;;
SUCRE;SAN ONOFRE;02/23/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;RAPONAZO;VIAS PUBLICAS;URBANA;FEMENINO;AUSTRALIA;TURISTA EXTRANJERO;;;Juventud;;;
SUCRE;SANTIAGO DE TOLÚ;2/02/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;COSQUILLEO;ESTACION TRANSMILENIO AV JIMENEZ(CRC);URBANA;MASCULINO;FRANCIA;TURISTA EXTRANJERO;;;Juventud;;;
SUCRE;SANTIAGO DE TOLÚ;3/08/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;PLAYA;URBANA;FEMENINO;COLOMBIA;TURISTA NACIONAL;;;Juventud;;;
VALLE;CALI (CT);06/16/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;VIAS PUBLICAS;URBANA;MASCULINO;COLOMBIA;TURISTA NACIONAL;;;Juventud;;;
VALLE;CALI (CT);2/06/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;INTERIOR VEHICULO SERVICIO PUBLICO;URBANA;MASCULINO;ESTADOS UNIDOS;TURISTA EXTRANJERO;;;Juventud;;;
VALLE;CALI (CT);2/06/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;TERMINAL DE TRANSPORTES;URBANA;MASCULINO;BELGICA;TURISTA EXTRANJERO;;;Juventud;;;
VALLE;CALI (CT);2/06/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;RAPONAZO;VIAS PUBLICAS;URBANA;MASCULINO;PAISES BAJOS;TURISTA EXTRANJERO;;;Juventud;;;
VALLE;CALI (CT);3/04/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;CEMENTERIO;URBANA;MASCULINO;ALEMANIA;TURISTA EXTRANJERO;;;Juventud;;;
VALLE;CALI (CT);2/09/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;FEMENINO;ALEMANIA;TURISTA EXTRANJERO;;;Juventud;;;
VALLE;CALI (CT);5/08/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;FEMENINO;SUECIA;TURISTA EXTRANJERO;;;Juventud;;;
VALLE;CALI (CT);02/16/2020 12:00:00 AM;;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;AMENAZA/CHANTAJE;DENTRO DE LA VIVIENDA;URBANA;FEMENINO;ALEMANIA;TURISTA EXTRANJERO;;;Juventud;;;
VALLE;CALI (CT);1/12/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;COSQUILLEO;HOTELES, RESIDENCIAS, Y SIMILARES.;URBANA;FEMENINO;SUECIA;TURISTA EXTRANJERO;;;Juventud;;;
VALLE;CALI (CT);04/18/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;HOTELES, RESIDENCIAS, Y SIMILARES.;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Juventud;;;
VALLE;CALI (CT);2/07/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;VIAS PUBLICAS;RURAL;FEMENINO;VENEZUELA;TURISTA EXTRANJERO;;;Juventud;;;
VALLE;CALI (CT);1/06/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;COSQUILLEO;BARES, CANTINAS Y SIMILARES;URBANA;MASCULINO;HOLANDA;TURISTA EXTRANJERO;;;Juventud;;;
VALLE;CALI (CT);3/04/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;MASCULINO;ESTADOS UNIDOS;TURISTA EXTRANJERO;;;Juventud;;;
VALLE;CALI (CT);07/18/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;RAPONAZO;VIAS PUBLICAS;URBANA;MASCULINO;PAISES BAJOS;TURISTA EXTRANJERO;;;Adolescencia;;;
VALLE;CALI (CT);09/27/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;MASCULINO;COLOMBIA;TURISTA NACIONAL;;;Adolescencia;;;
VALLE;CALI (CT);3/08/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;FEMENINO;INGLATERRA;TURISTA EXTRANJERO;;;Adolescencia;;;
TOTAL;;;;;;;;;;;;;;;;
